season,team_id,opp_id,team_seed,opp_seed,team_points,opp_points,win,location,game_type
2006,1375,1335,6,4,76,80,0,A,regular
2014,1021,1292,8,12,72,71,1,N,regular
2006,1337,1377,1,9,58,47,1,N,regular
2021,1062,1384,9,6,76,83,0,A,regular
2004,1268,1087,1,2,56,65,0,A,regular
2014,1339,1211,11,12,75,92,0,H,regular
2011,1443,1433,1,5,68,55,1,H,tourney
2003,1034,1390,13,9,90,79,1,A,regular
2004,1138,1029,5,3,87,102,0,N,regular
2014,1331,1118,9,8,67,58,1,H,tourney
2012,1126,1127,7,14,85,82,1,H,regular
2005,1341,1246,15,11,71,81,0,A,regular
2006,1088,1390,13,8,73,71,1,A,regular
2021,1079,1231,16,3,60,82,0,H,regular
2019,1261,1088,12,5,68,87,0,H,regular
2016,1330,1267,16,16,77,92,0,H,regular
2022,1099,1106,4,15,75,64,1,H,regular
2004,1418,1325,6,6,69,58,1,H,regular
2018,1416,1467,13,11,75,73,1,H,regular
2020,1039,1303,1,13,72,70,1,A,regular
2007,1146,1437,3,7,56,53,1,H,regular
2015,1266,1261,12,4,84,93,0,H,regular
2020,1235,1389,7,6,86,87,0,A,regular
2016,1122,1450,5,8,55,55,0,A,regular
2008,1254,1084,5,6,78,88,0,N,tourney
2018,1461,1319,13,8,57,69,0,A,regular
2020,1148,1122,8,3,58,63,0,H,tourney
2003,1105,1041,1,5,67,68,0,H,regular
2016,1353,1113,9,3,59,65,0,H,regular
2014,1273,1069,13,6,83,81,1,H,regular
2011,1331,1091,3,5,72,72,1,H,tourney
2004,1309,1004,2,7,85,69,1,H,regular
2004,1364,1464,11,16,73,74,0,H,regular
2020,1349,1211,15,14,60,72,0,A,regular
2022,1290,1080,2,10,68,54,1,H,regular
2012,1218,1165,11,9,69,93,0,A,regular
2024,1220,1357,13,6,56,74,0,H,tourney
2024,1127,1303,3,2,79,72,1,A,regular
2018,1215,1025,5,10,67,62,1,A,regular
2016,1290,1071,9,4,77,77,0,N,tourney
2025,1343,1260,10,1,66,74,0,A,regular
2017,1370,1464,9,16,80,92,0,N,regular
2024,1181,1034,3,4,85,74,1,A,regular
2025,1351,1413,15,2,66,84,0,A,regular
2007,1210,1030,7,10,80,65,1,A,regular
2018,1172,1237,9,11,68,56,1,H,regular
2019,1079,1111,9,5,69,71,0,H,regular
2021,1128,1203,9,4,92,91,1,A,regular
2011,1325,1443,5,3,65,60,1,N,regular
2022,1104,1024,6,7,70,60,1,H,tourney
2014,1037,1306,3,7,64,44,1,A,regular
2011,1130,1160,12,6,64,64,1,A,regular
2006,1474,1312,6,15,63,65,0,A,regular
2010,1072,1027,1,16,62,45,1,N,regular
2025,1069,1143,1,14,81,65,1,H,regular
2019,1193,1458,16,9,71,82,0,A,regular
2019,1184,1346,7,16,73,79,0,H,regular
2023,1440,1448,10,4,66,66,1,H,regular
2009,1114,1326,9,12,55,46,1,A,regular
2018,1200,1089,14,10,41,42,0,H,regular
2011,1139,1221,15,10,63,55,1,H,regular
2022,1120,1420,13,2,54,67,0,N,regular
2012,1155,1327,16,3,64,66,0,H,regular
2022,1123,1249,4,15,77,74,1,H,regular
2020,1344,1415,8,5,68,66,1,A,regular
2020,1378,1055,5,6,90,93,0,H,regular
2024,1085,1460,14,11,92,93,0,A,tourney
2021,1238,1061,5,15,71,58,1,A,regular
2010,1127,1477,13,7,50,49,1,H,regular
2014,1415,1385,4,13,74,62,1,A,regular
2013,1049,1234,12,10,59,76,0,N,regular
2004,1196,1228,1,3,93,78,1,H,tourney
2016,1159,1016,13,9,64,52,1,A,regular
2013,1174,1152,14,16,56,53,1,A,regular
2012,1450,1110,10,16,81,68,1,H,regular
2005,1259,1338,9,16,69,47,1,H,regular
2014,1182,1095,8,2,57,68,0,H,regular
2016,1387,1386,10,13,69,65,1,H,regular
2005,1372,1144,10,8,60,77,0,A,regular
2017,1070,1407,8,8,74,77,0,A,regular
2006,1221,1173,9,7,41,40,1,A,regular
2006,1197,1360,2,11,71,60,1,H,regular
2012,1215,1320,8,9,78,82,0,H,regular
2011,1167,1474,7,2,78,71,1,H,regular
2024,1394,1252,15,7,88,99,0,A,regular
2004,1477,1169,5,15,72,57,1,A,regular
2011,1013,1311,16,3,51,76,0,A,regular
2019,1410,1015,15,4,75,83,0,A,regular
2008,1414,1465,13,2,55,79,0,A,regular
2025,1175,1325,12,12,85,83,1,N,regular
2020,1232,1024,6,13,82,85,0,H,regular
2024,1049,1083,3,13,77,63,1,H,tourney
2024,1168,1007,13,2,63,91,0,H,regular
2005,1114,1319,12,16,73,68,1,H,regular
2013,1434,1319,14,15,74,68,1,H,regular
2020,1052,1078,9,14,67,54,1,H,regular
2003,1163,1262,15,14,82,76,1,A,regular
2013,1230,1235,2,14,82,79,1,H,regular
2018,1468,1231,2,1,45,53,0,H,tourney
2021,1391,1296,2,12,90,74,1,H,regular
2012,1448,1408,6,15,78,76,1,A,regular
2022,1149,1438,3,10,79,81,0,H,regular
2018,1129,1076,1,15,75,62,1,H,regular
2004,1274,1452,13,1,65,82,0,A,regular
2009,1163,1275,3,10,82,76,1,H,regular
2024,1008,1087,14,16,67,61,1,N,regular
2003,1389,1446,11,9,67,82,0,N,regular
2005,1046,1177,10,8,62,65,0,H,regular
2010,1094,1214,2,5,70,65,1,H,regular
2025,1451,1463,1,13,76,82,0,H,regular
2019,1350,1278,3,16,79,70,1,H,regular
2006,1308,1069,6,7,79,72,1,H,regular
2012,1062,1034,16,8,67,73,0,H,tourney
2024,1120,1393,7,8,68,72,0,A,tourney
2008,1099,1167,4,11,78,71,1,H,regular
2016,1307,1048,5,8,95,87,1,A,regular
2013,1240,1020,6,12,69,51,1,A,regular
2020,1173,1452,10,16,78,73,1,H,regular
2020,1357,1274,13,5,62,65,0,A,regular
2022,1372,1251,1,4,71,68,1,H,regular
2005,1354,1283,13,9,77,76,1,A,regular
2013,1051,1201,1,9,67,56,1,A,regular
2018,1292,1455,6,7,58,70,0,A,regular
2012,1101,1288,10,3,45,59,0,H,tourney
2018,1131,1306,2,2,72,58,1,A,regular
2017,1468,1428,5,8,65,73,0,A,regular
2011,1199,1002,11,12,56,72,0,H,regular
2005,1377,1153,11,9,62,64,0,H,regular
2025,1118,1399,2,13,72,66,1,H,regular
2021,1465,1047,13,3,65,82,0,H,regular
2023,1133,1158,7,16,49,49,0,A,regular
2009,1087,1079,10,12,63,65,0,N,regular
2010,1155,1342,4,11,67,54,1,H,regular
2010,1083,1404,16,14,73,69,1,H,tourney
2003,1287,1127,13,16,74,73,1,A,tourney
2006,1069,1329,11,14,77,60,1,A,regular
2010,1100,1364,3,8,66,74,0,N,regular
2025,1336,1433,13,12,86,76,1,H,regular
2007,1021,1444,7,7,69,61,1,H,regular
2014,1211,1218,11,3,60,67,0,H,regular
2015,1331,1038,11,16,52,49,1,H,tourney
2011,1213,1356,13,10,50,67,0,H,regular
2024,1011,1261,14,13,63,62,1,H,regular
2005,1076,1220,7,12,83,74,1,A,regular
2023,1465,1259,2,6,79,77,1,A,regular
2020,1370,1308,7,13,90,83,1,H,tourney
2010,1168,1137,7,6,56,72,0,H,regular
2020,1418,1157,6,12,78,78,0,H,regular
2012,1004,1164,8,14,76,71,1,A,tourney
2025,1023,1236,10,11,102,102,1,H,regular
2003,1423,1324,10,8,77,73,1,A,regular
2003,1323,1021,6,12,75,58,1,H,regular
2015,1287,1140,10,2,67,77,0,H,regular
2024,1165,1349,16,14,68,79,0,A,tourney
2004,1391,1015,11,9,78,97,0,A,regular
2020,1291,1381,10,10,77,71,1,A,regular
2024,1208,1368,5,4,57,71,0,N,regular
2014,1182,1153,6,3,95,106,0,N,regular
2022,1170,1299,1,6,62,52,1,H,regular
2020,1276,1235,9,14,82,79,1,N,regular
2007,1314,1120,2,1,75,71,1,A,regular
2022,1385,1072,13,11,83,75,1,A,regular
2019,1195,1460,16,16,59,58,1,H,tourney
2003,1122,1411,13,11,99,100,0,H,regular
2016,1266,1430,3,5,71,80,0,A,regular
2018,1279,1068,11,5,60,77,0,A,regular
2021,1133,1461,7,6,59,57,1,H,regular
2020,1036,1300,1,3,60,47,1,A,regular
2013,1160,1245,12,10,84,86,0,A,regular
2009,1034,1164,14,13,42,64,0,N,regular
2007,1040,1113,8,9,58,75,0,H,regular
2005,1462,1156,15,1,68,58,1,A,regular
2017,1374,1084,1,14,80,68,1,H,regular
2025,1017,1378,14,7,67,86,0,A,regular
2004,1167,1454,11,9,73,71,1,H,regular
2019,1122,1463,11,9,69,70,0,H,regular
2016,1467,1426,9,11,59,53,1,H,tourney
2006,1210,1064,1,1,53,57,0,H,regular
2007,1125,1355,8,4,63,67,0,H,regular
2009,1304,1411,16,10,66,81,0,A,regular
2018,1228,1245,8,7,76,78,0,H,regular
2009,1090,1267,2,2,51,47,1,H,regular
2022,1147,1184,8,15,76,70,1,H,regular
2011,1061,1394,3,4,61,60,1,A,regular
2005,1332,1337,7,4,65,60,1,H,tourney
2005,1464,1301,11,16,78,71,1,H,regular
2012,1387,1005,2,4,40,47,0,H,regular
2012,1180,1460,8,9,90,88,1,H,regular
2019,1233,1251,9,9,59,51,1,A,tourney
2014,1030,1457,13,16,89,77,1,A,regular
2006,1176,1325,2,16,89,57,1,H,regular
2007,1016,1249,11,8,75,69,1,H,regular
2016,1356,1361,10,1,67,84,0,A,regular
2010,1435,1118,1,13,64,46,1,H,regular
2018,1092,1216,2,11,69,41,1,H,regular
2024,1323,1013,11,1,82,79,1,H,regular
2011,1287,1357,14,3,45,71,0,H,regular
2015,1200,1155,14,5,85,98,0,A,regular
2022,1351,1046,13,14,84,88,0,A,regular
2007,1325,1381,14,5,55,58,0,H,regular
2014,1129,1112,10,15,71,73,0,N,regular
2010,1382,1107,3,2,74,82,0,A,regular
2017,1314,1070,9,9,88,89,0,A,regular
2020,1150,1289,6,16,67,51,1,H,regular
2006,1352,1163,5,11,76,63,1,H,regular
2007,1307,1273,2,9,69,76,0,H,regular
2003,1057,1165,1,7,75,67,1,A,regular
2003,1080,1361,13,10,66,62,1,H,regular
2004,1155,1179,3,5,85,85,0,H,regular
2019,1022,1379,11,9,93,79,1,H,regular
2023,1195,1223,5,1,68,69,0,A,regular
2012,1221,1008,8,4,56,55,1,A,regular
2023,1371,1209,7,12,69,65,1,A,regular
2019,1082,1118,5,15,65,54,1,H,regular
2021,1272,1235,8,7,70,73,0,N,regular
2020,1318,1060,13,11,65,68,0,A,regular
2007,1215,1360,9,8,81,86,0,H,tourney
2015,1434,1299,13,2,80,99,0,A,tourney
2015,1153,1068,15,16,70,81,0,N,regular
2017,1195,1468,8,8,65,70,0,H,regular
2021,1002,1168,13,2,83,82,1,A,regular
2005,1197,1101,2,1,72,59,1,H,regular
2018,1010,1001,10,4,53,64,0,A,regular
2022,1471,1118,8,11,86,69,1,A,tourney
2005,1115,1014,1,6,61,66,0,A,regular
2012,1389,1231,15,9,66,79,0,H,tourney
2023,1056,1290,12,3,59,85,0,H,regular
2003,1132,1177,10,15,59,54,1,A,regular
2006,1058,1419,12,16,46,45,1,H,regular
2021,1177,1462,13,16,65,68,0,N,regular
2006,1289,1147,13,10,69,83,0,A,regular
2019,1201,1305,5,2,76,76,1,H,tourney
2023,1290,1193,7,2,64,64,0,N,tourney
2014,1386,1131,6,2,73,82,0,H,regular
2014,1022,1101,15,8,79,84,0,H,regular
2012,1203,1250,2,15,62,55,1,N,regular
2011,1284,1069,15,13,55,60,0,A,regular
2011,1251,1322,6,9,77,79,0,N,regular
2015,1070,1423,13,12,80,76,1,A,regular
2023,1099,1176,3,8,95,82,1,N,regular
2025,1181,1274,14,10,82,97,0,A,regular
2022,1312,1467,9,10,59,61,0,H,regular
2005,1474,1337,16,10,59,68,0,H,regular
2010,1177,1194,7,8,54,49,1,H,regular
2020,1250,1422,16,12,71,79,0,A,regular
2015,1147,1021,14,10,47,56,0,N,regular
2010,1017,1282,1,5,61,61,1,A,regular
2010,1191,1121,7,16,71,62,1,A,regular
2005,1167,1087,7,8,62,70,0,A,regular
2010,1072,1248,4,10,75,62,1,A,regular
2012,1321,1341,15,9,73,70,1,H,regular
2012,1124,1353,2,6,58,62,0,H,regular
2015,1108,1358,5,2,47,52,0,H,tourney
2009,1187,1138,5,4,75,76,0,H,regular
2007,1462,1198,7,16,70,78,0,H,regular
2023,1305,1055,12,16,73,73,1,A,regular
2012,1204,1295,1,3,59,68,0,A,regular
2008,1393,1385,11,10,71,68,1,H,regular
2017,1011,1232,7,5,74,71,1,H,regular
2015,1161,1150,10,10,65,68,0,N,regular
2016,1259,1160,1,11,75,56,1,H,regular
2008,1234,1311,14,1,42,63,0,A,regular
2019,1324,1322,10,16,107,89,1,N,regular
2007,1336,1228,5,15,81,78,1,A,regular
2022,1218,1119,13,16,85,89,0,H,tourney
2012,1445,1197,8,8,88,72,1,A,regular
2012,1444,1157,7,12,61,66,0,A,regular
2011,1228,1047,3,16,73,59,1,H,regular
2012,1432,1194,8,4,63,88,0,A,regular
2018,1307,1406,4,3,69,65,1,A,tourney
2014,1067,1294,12,13,74,71,1,A,regular
2005,1058,1064,6,6,66,66,0,A,regular
2016,1039,1408,2,3,61,63,0,A,regular
2009,1102,1103,12,4,43,60,0,H,regular
2005,1150,1294,14,12,70,71,0,A,regular
2022,1034,1272,14,7,72,76,0,A,regular
2010,1291,1348,8,5,56,73,0,A,regular
2016,1197,1367,5,16,74,68,1,H,regular
2006,1288,1140,4,16,58,47,1,A,regular
2010,1241,1372,7,7,77,70,1,H,regular
2011,1130,1281,2,4,67,54,1,A,regular
2006,1294,1168,15,14,53,65,0,H,regular
2025,1455,1050,4,13,63,62,1,H,regular
2010,1152,1272,13,13,76,58,1,A,regular
2016,1147,1222,7,4,72,69,1,H,tourney
2016,1247,1225,12,5,61,58,1,A,regular
2012,1385,1330,15,2,45,65,0,A,regular
2016,1255,1339,7,10,66,71,0,A,regular
2016,1398,1086,16,1,61,82,0,A,regular
2004,1036,1142,6,14,80,59,1,A,regular
2018,1048,1432,5,6,76,69,1,H,regular
2005,1195,1284,12,10,87,82,1,A,tourney
2013,1112,1200,3,3,65,70,0,H,regular
2011,1012,1465,2,5,85,83,1,H,regular
2013,1103,1321,6,5,80,89,0,H,regular
2004,1130,1407,9,14,74,78,0,H,regular
2019,1440,1225,8,16,65,60,1,H,regular
2012,1374,1079,1,9,85,72,1,A,regular
2004,1168,1351,9,2,83,87,0,H,regular
2003,1458,1391,10,16,69,61,1,A,regular
2015,1400,1280,5,5,68,65,1,H,regular
2018,1120,1207,10,11,89,87,1,H,regular
2015,1229,1059,6,4,66,59,1,N,regular
2019,1441,1118,1,8,80,77,1,H,tourney
2020,1219,1443,12,1,62,83,0,H,tourney
2023,1178,1081,7,7,55,53,1,H,regular
2025,1432,1316,16,11,70,61,1,A,regular
2023,1316,1318,4,15,76,66,1,A,regular
2021,1211,1226,1,16,82,61,1,H,tourney
2012,1416,1477,13,16,74,70,1,A,regular
2014,1357,1324,14,16,77,64,1,H,regular
2017,1167,1463,15,7,66,79,0,N,regular
2006,1203,1125,16,5,66,81,0,A,regular
2018,1023,1355,6,3,96,94,1,H,regular
2016,1049,1368,11,3,56,71,0,A,regular
2014,1457,1440,1,1,81,73,1,A,regular
2022,1026,1197,7,12,83,72,1,A,regular
2018,1400,1159,15,6,55,81,0,A,tourney
2024,1100,1385,11,9,51,51,1,N,regular
2025,1259,1344,14,6,91,92,0,H,regular
2021,1346,1131,16,9,70,81,0,A,regular
2009,1474,1146,13,7,54,79,0,A,tourney
2007,1179,1378,11,10,61,64,0,H,regular
2009,1443,1273,6,3,60,70,0,H,regular
2019,1218,1434,9,15,65,57,1,A,regular
2022,1415,1302,2,8,70,58,1,A,regular
2023,1049,1469,10,12,65,62,1,H,regular
2018,1129,1157,16,16,66,63,1,N,regular
2018,1298,1372,3,2,86,76,1,H,regular
2024,1338,1091,8,4,62,77,0,H,tourney
2018,1385,1337,15,9,53,79,0,A,regular
2006,1172,1200,6,11,73,72,1,A,regular
2014,1299,1249,10,8,68,59,1,A,regular
2011,1297,1387,13,1,67,74,0,A,regular
2017,1471,1051,13,12,49,65,0,H,regular
2017,1057,1107,11,11,68,71,0,H,regular
2009,1008,1268,2,1,83,94,0,A,regular
2009,1275,1198,1,16,68,47,1,A,regular
2005,1008,1270,13,15,65,69,0,A,regular
2009,1094,1206,16,5,64,77,0,A,regular
2022,1240,1031,5,10,77,57,1,H,regular
2018,1129,1448,9,14,63,61,1,A,regular
2024,1128,1331,2,8,85,86,0,A,regular
2024,1166,1292,4,2,49,56,0,A,regular
2022,1329,1072,8,7,69,54,1,H,regular
2007,1175,1095,1,6,90,72,1,H,regular
2010,1380,1286,10,14,81,76,1,A,tourney
2004,1077,1026,9,1,86,73,1,H,regular
2005,1049,1226,2,16,80,75,1,H,regular
2008,1080,1426,10,6,68,82,0,A,regular
2009,1439,1419,8,7,54,45,1,H,regular
2003,1133,1247,2,5,75,60,1,H,regular
2022,1015,1112,4,1,74,78,0,H,regular
2015,1151,1036,9,12,73,66,1,H,regular
2018,1330,1082,13,12,67,82,0,H,tourney
2018,1174,1135,7,5,81,81,1,A,regular
2025,1184,1264,11,2,80,91,0,H,regular
2006,1042,1347,8,14,78,66,1,H,regular
2010,1320,1220,14,12,63,70,0,A,regular
2010,1106,1396,16,5,82,95,0,A,regular
2015,1047,1078,7,11,73,80,0,H,regular
2015,1342,1203,5,4,80,85,0,H,tourney
2021,1448,1294,10,11,65,56,1,A,regular
2015,1292,1026,15,8,73,87,0,H,regular
2008,1449,1433,10,4,75,74,1,A,regular
2015,1193,1476,6,11,73,63,1,H,regular
2025,1249,1354,13,3,71,79,0,A,regular
2016,1171,1336,3,15,88,56,1,H,regular
2016,1244,1101,5,2,82,85,0,H,regular
2007,1427,1088,3,14,61,50,1,A,tourney
2003,1304,1114,15,5,71,77,0,H,regular
2007,1013,1065,16,9,62,67,0,N,regular
2003,1278,1267,16,14,89,85,1,A,regular
2013,1181,1458,1,16,91,59,1,H,tourney
2023,1260,1324,15,8,66,76,0,A,regular
2013,1267,1422,4,5,76,67,1,H,regular
2017,1282,1468,16,12,74,93,0,H,regular
2022,1415,1317,6,16,86,85,1,H,regular
2020,1411,1051,5,5,66,57,1,A,tourney
2017,1465,1445,11,7,69,81,0,H,tourney
2021,1293,1262,13,14,66,62,1,H,regular
2009,1137,1262,7,5,66,70,0,H,regular
2012,1094,1472,14,10,44,44,1,H,regular
2012,1406,1327,1,7,87,75,1,H,tourney
2021,1437,1054,15,9,54,61,0,A,regular
2012,1018,1366,9,10,67,77,0,N,regular
2024,1104,1465,9,9,51,58,0,H,regular
2007,1325,1114,15,8,69,69,0,H,tourney
2006,1079,1221,1,7,76,69,1,N,regular
2019,1024,1050,15,1,41,66,0,A,regular
2020,1477,1343,4,13,74,58,1,H,regular
2018,1046,1069,16,6,60,73,0,A,regular
2010,1103,1204,12,2,77,90,0,H,regular
2003,1473,1312,6,8,70,75,0,H,regular
2010,1048,1403,2,14,76,61,1,A,regular
2013,1383,1153,2,11,58,52,1,H,regular
2012,1269,1435,2,10,83,59,1,H,regular
2024,1259,1012,2,16,87,63,1,H,regular
2022,1396,1080,10,11,69,68,1,H,regular
2020,1011,1057,14,16,69,76,0,A,regular
2003,1030,1358,13,15,91,94,0,N,regular
2005,1094,1173,12,9,70,75,0,A,regular
2012,1235,1010,16,2,68,79,0,A,regular
2017,1460,1377,11,10,69,62,1,A,regular
2018,1033,1133,2,16,73,53,1,H,regular
2009,1201,1327,8,12,61,67,0,A,regular
2005,1205,1265,13,4,46,72,0,H,regular
2010,1094,1054,8,14,77,87,0,A,regular
2021,1165,1289,5,14,96,76,1,A,regular
2025,1097,1412,8,12,84,74,1,H,tourney
2024,1066,1175,13,3,61,77,0,A,regular
2016,1250,1399,6,12,66,60,1,A,regular
2005,1446,1130,6,14,72,67,1,H,regular
2025,1194,1136,8,8,54,53,1,N,regular
2006,1304,1083,7,11,87,71,1,H,regular
2009,1321,1102,4,14,78,82,0,H,regular
2025,1403,1115,5,12,66,53,1,A,regular
2014,1395,1311,2,11,105,86,1,H,regular
2007,1434,1063,13,7,55,52,1,A,regular
2014,1390,1261,4,3,65,71,0,A,tourney
2004,1445,1125,16,5,77,79,0,A,regular
2010,1462,1071,16,10,80,80,0,A,regular
2024,1358,1393,11,12,53,69,0,H,regular
2009,1236,1259,16,5,67,71,0,N,regular
2023,1147,1138,14,7,51,76,0,H,regular
2015,1274,1306,13,4,76,80,0,A,regular
2018,1397,1434,6,6,86,79,1,A,tourney
2019,1361,1136,14,11,50,51,0,H,regular
2015,1249,1118,6,1,67,73,0,A,regular
2003,1037,1327,2,11,77,55,1,H,regular
2024,1130,1236,10,2,67,77,0,H,regular
2013,1276,1323,2,16,63,46,1,H,regular
2018,1185,1081,2,12,73,56,1,A,regular
2015,1219,1446,2,16,92,80,1,A,regular
2018,1144,1009,15,6,63,82,0,H,regular
2011,1037,1131,2,7,75,68,1,A,regular
2022,1223,1300,7,8,64,62,1,H,regular
2008,1213,1249,12,3,98,96,1,H,tourney
2018,1374,1162,13,12,71,70,1,A,regular
2016,1054,1467,1,3,67,62,1,A,regular
2014,1232,1165,15,14,79,79,0,H,regular
2003,1409,1325,16,16,78,64,1,H,regular
2011,1129,1195,16,5,60,79,0,H,regular
2004,1152,1211,11,7,57,74,0,H,regular
2014,1042,1372,9,1,48,52,0,H,regular
2018,1275,1170,3,6,69,63,1,N,regular
2015,1410,1192,2,4,61,71,0,A,regular
2020,1231,1374,14,10,57,75,0,H,tourney
2011,1200,1042,14,13,69,61,1,A,regular
2010,1359,1207,14,1,61,92,0,A,tourney
2013,1212,1134,10,3,73,81,0,H,tourney
2008,1191,1231,10,11,76,68,1,H,tourney
2021,1366,1276,4,8,82,77,1,H,regular
2021,1136,1206,2,15,76,77,0,H,regular
2012,1407,1475,4,13,83,72,1,H,regular
2021,1129,1437,7,12,51,53,0,N,regular
2003,1245,1069,5,16,70,73,0,H,regular
2006,1120,1308,9,7,44,60,0,A,regular
2009,1303,1155,13,11,86,100,0,A,regular
2011,1208,1342,12,2,85,78,1,A,regular
2008,1115,1233,14,2,64,73,0,H,regular
2014,1356,1456,5,4,70,72,0,A,regular
2021,1447,1452,15,5,46,53,0,H,regular
2013,1014,1028,14,5,58,75,0,H,regular
2013,1272,1052,6,11,69,80,0,A,regular
2004,1344,1011,5,7,72,70,1,A,regular
2009,1344,1380,15,12,71,68,1,H,regular
2021,1106,1110,16,3,64,77,0,A,regular
2021,1055,1346,8,6,77,88,0,H,regular
2005,1246,1159,2,10,87,69,1,H,regular
2003,1305,1147,10,16,48,40,1,N,regular
2022,1139,1289,14,6,68,75,0,H,regular
2007,1177,1370,8,10,65,66,0,A,regular
2016,1255,1271,3,8,65,48,1,H,tourney
2022,1216,1275,12,1,53,66,0,N,regular
2021,1232,1353,13,5,81,91,0,A,regular
2015,1327,1082,14,5,57,66,0,H,regular
2011,1471,1283,14,8,65,68,0,A,regular
2020,1381,1137,8,3,54,55,0,A,regular
2018,1004,1075,6,12,84,65,1,H,regular
2022,1167,1157,3,8,74,72,1,H,regular
2014,1005,1092,2,2,92,94,0,A,regular
2024,1418,1155,14,6,64,65,0,H,regular
2020,1309,1012,16,9,66,90,0,A,tourney
2004,1105,1357,11,4,50,54,0,N,tourney
2009,1402,1167,16,10,48,55,0,H,regular
2021,1270,1316,5,13,79,79,0,H,regular
2005,1025,1359,13,11,81,84,0,H,regular
2019,1073,1392,7,11,90,72,1,A,regular
2010,1387,1038,7,15,82,76,1,A,tourney
2007,1139,1245,11,9,61,64,0,H,regular
2015,1251,1200,3,13,97,89,1,H,regular
2024,1429,1168,7,6,52,54,0,A,regular
2023,1139,1386,7,12,73,65,1,H,regular
2012,1006,1033,7,10,107,96,1,A,tourney
2003,1041,1149,12,14,66,65,1,A,regular
2023,1438,1380,5,2,82,74,1,A,regular
2023,1287,1189,3,15,77,73,1,N,regular
2016,1157,1036,10,4,58,78,0,H,regular
2017,1038,1083,1,14,102,85,1,H,regular
2015,1333,1145,16,7,40,70,0,H,regular
2003,1019,1119,15,10,72,73,0,N,tourney
2006,1044,1320,7,6,83,79,1,H,regular
2006,1284,1082,12,14,81,72,1,H,regular
2024,1307,1366,9,12,110,95,1,H,regular
2004,1273,1149,12,6,56,53,1,H,regular
2015,1435,1033,4,3,90,90,0,A,regular
2011,1129,1006,16,16,45,48,0,H,regular
2003,1266,1291,15,16,40,52,0,N,regular
2024,1147,1352,9,3,70,66,1,A,tourney
2003,1174,1066,15,6,67,88,0,A,regular
2022,1073,1148,6,4,81,80,1,H,regular
2020,1380,1362,13,4,94,93,1,H,regular
2021,1337,1415,15,3,60,83,0,H,regular
2006,1341,1349,12,12,76,75,1,H,tourney
2023,1068,1296,16,13,61,75,0,H,regular
2016,1057,1358,4,10,84,81,1,A,regular
2012,1374,1142,1,7,56,54,1,A,regular
2018,1319,1031,9,16,67,52,1,A,regular
2010,1015,1270,6,12,77,69,1,A,tourney
2009,1318,1268,11,1,73,86,0,H,regular
2009,1469,1384,6,9,82,82,1,A,regular
2016,1360,1116,14,3,61,75,0,N,regular
2016,1133,1425,2,7,58,56,1,A,regular
2008,1152,1237,16,7,62,88,0,A,tourney
2008,1360,1212,4,15,70,54,1,N,regular
2024,1192,1473,6,14,88,83,1,A,regular
2014,1353,1260,1,7,70,62,1,H,regular
2022,1459,1044,11,13,71,60,1,A,tourney
2010,1194,1122,12,10,77,69,1,H,regular
2009,1275,1284,15,9,51,67,0,H,regular
2009,1235,1111,2,14,53,47,1,H,tourney
2015,1244,1079,8,10,80,77,1,H,regular
2020,1037,1142,15,4,53,70,0,A,regular
2014,1472,1244,1,7,84,68,1,H,regular
2009,1259,1045,10,7,80,76,1,A,tourney
2025,1110,1249,4,14,59,41,1,A,regular
2016,1275,1348,6,3,57,59,0,A,regular
2012,1191,1219,13,8,70,76,0,H,regular
2003,1393,1332,13,9,80,74,1,A,regular
2015,1364,1306,1,16,67,49,1,H,regular
2017,1183,1238,11,13,70,68,1,A,regular
2024,1341,1466,7,5,72,73,0,A,regular
2008,1016,1293,13,1,73,86,0,A,regular
2006,1463,1385,14,3,75,81,0,H,regular
2025,1245,1307,15,1,50,76,0,A,tourney
2015,1313,1459,2,7,61,63,0,N,regular
2003,1309,1207,13,12,79,71,1,H,regular
2005,1150,1091,16,11,73,77,0,A,regular
2013,1330,1087,13,12,77,82,0,H,tourney
2017,1191,1475,7,9,70,67,1,H,tourney
2008,1326,1382,12,7,58,58,1,H,regular
2011,1043,1146,2,14,83,68,1,A,regular
2019,1070,1214,7,6,42,61,0,N,regular
2025,1442,1017,14,10,86,75,1,H,regular
2014,1352,1456,11,5,66,83,0,H,regular
2012,1062,1209,5,6,53,40,1,A,regular
2011,1103,1184,10,1,66,80,0,H,regular
2006,1261,1118,1,10,62,50,1,N,regular
2004,1003,1040,16,9,57,65,0,H,regular
2022,1192,1365,9,6,85,98,0,N,regular
2003,1157,1107,9,10,85,70,1,H,regular
2021,1065,1042,6,3,62,83,0,H,regular
2008,1144,1468,4,14,84,58,1,A,regular
2018,1141,1262,6,1,61,78,0,A,regular
2024,1033,1037,8,9,63,47,1,N,tourney
2020,1303,1139,7,5,87,105,0,A,regular
2019,1131,1265,7,3,63,83,0,N,tourney
2009,1015,1099,9,3,89,89,1,H,regular
2016,1011,1474,8,5,73,73,0,A,regular
2017,1462,1419,5,11,80,74,1,H,regular
2012,1057,1424,10,13,52,55,0,H,regular
2003,1435,1247,4,15,40,40,0,A,regular
2023,1080,1473,16,10,81,78,1,H,regular
2007,1041,1156,11,8,80,79,1,H,regular
2025,1261,1266,5,13,76,55,1,N,regular
2024,1416,1357,12,13,40,40,0,N,regular
2003,1035,1242,16,7,55,69,0,A,regular
